Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Ta,W,Tl,Pb,Bi,tg
0,13.82,59.87,0,0,0,0,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16,0.66,450
0,13.64,60.06,0,0,0,0,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34,1.3,435
0,14.47,60.38,0,0,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69,1.89,445
0,14.33,60.44,0,0,0,0,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28,2.49,448
0,0,64.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,468
0,0,58.37,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55,434
0,0,56.16,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.17,393
0,0,55.85,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,385
4.24,0,58.74,0.45,8.98,0,2.13,20.07,0.22,0.07,0,0,0,0.18,0.32,1.92,0,0.47,0,0,0,0,0,0,0,0.79,0,0.01,0.01,0,0,0,0,0,0,0.04,0.25,0.9,0,0,0,0,0,0,0,0.01,0,0,0.13,498
3.57,0,60.01,0.38,7.54,0,1.79,22.2,0.19,0.06,0,0,0,0.15,0.27,1.62,0,0.39,0,0,0,0,0,0,0,0.67,0,0.01,0.01,0,0,0,0,0,0,0.03,0.21,0.76,0,0,0,0,0,0,0,0.01,0,0,0.1,509
5.11,0,57.13,0.54,10.81,0,2.59,17.31,0.29,0.08,0,0,0,0.21,0.39,2.31,0,0.57,0,0,0,0,0,0,0,0.96,0,0.01,0.01,0,0,0,0,0,0,0.05,0.3,1.08,0,0,0,0,0,0,0,0.01,0,0,0.16,484
3.74,5.12,58.89,0.39,7.83,0,1.86,17.46,0.21,0.06,0,0,0,0.15,0.28,1.67,0,0.41,0,0,0,0,0,0,0,0.7,0,0.01,0.01,0,0,0,0,0,0,0.04,0.22,0.78,0,0,0,0,0,0,0,0.01,0,0,0.11,503
3.99,2.53,58.83,0.42,8.4,0,1.99,18.79,0.22,0.07,0,0,0,0.16,0.3,1.8,0,0.44,0,0,0,0,0,0,0,0.75,0,0.01,0.01,0,0,0,0,0,0,0.04,0.23,0.84,0,0,0,0,0,0,0,0.01,0,0,0.12,505
10.18,0,56.34,0.41,8.09,0,1.93,18.16,0.21,0.06,0,0,0,0.16,0.29,1.75,0,0.43,0,0,0,0,0,0,0,0.71,0,0.01,0.01,0,0,0,0,0,0,0.04,0.22,0.81,0,0,0,0,0,0,0,0.01,0,0,0.12,457
0,0,60.47,0.48,9.59,0,2.3,21.38,0.27,0.08,0,0,0,0.18,0.35,2.05,0,0.5,0,0,0,0,0,0,0,0.85,0,0.01,0.01,0,0,0,0,0,0,0.04,0.26,0.96,0,0,0,0,0,0,0,0.01,0,0,0.14,562
4.14,0,58.79,0.43,8.65,0,2.07,19.41,0.23,0.07,0,0,0,0.17,0.31,3.16,0,0.45,0,0,0,0,0,0,0,0.76,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.87,0,0,0,0,0,0,0,0.01,0,0,0.13,504
4.44,0,58.69,0.47,9.43,0,2.26,21.06,0.25,0.08,0,0,0,0.18,0.34,0,0,0.49,0,0,0,0,0,0,0,0.84,0,0.01,0.01,0,0,0,0,0,0,0.04,0.26,0.95,0,0,0,0,0,0,0,0.01,0,0,0.13,490
3.26,0,59.04,0.35,6.92,0,10.84,15.45,0.19,0.05,0,0,0,0.13,0.25,1.47,0,0.36,0,0,0,0,0,0,0,0.61,0,0.01,0.01,0,0,0,0,0,0,0.03,0.19,0.69,0,0,0,0,0,0,0,0.01,0,0,0.09,543
4.56,0,58.66,0.48,9.45,0,0,21.16,0.25,0.07,0,0,0,0.18,0.34,2.02,0,0.5,0,0,0,0,0,0,0,0.85,0,0.01,0.01,0,0,0,0,0,0,0.04,0.26,0.95,0,0,0,0,0,0,0,0.01,0,0,0.14,484
4,0,59.29,0.42,8.33,0,1.97,18.62,0.24,0.06,0,0,0,0.17,0.3,1.76,0,0.44,0,0,0,0,0,0,0,3.1,0,0.01,0.01,0,0,0,0,0,0,0.04,0.23,0.83,0,0,0,0,0,0,0,0.01,0,0,0.12,525
4.08,0,59.1,0.43,8.55,0,2.02,19.13,0.23,0.06,0,0,0,0.17,0.31,1.82,0,0.45,0,0,0,0,0,0,0,2.29,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.86,0,0,0,0,0,0,0,0.01,0,0,0.12,506
4.16,0,58.93,0.44,8.76,0,2.08,19.64,0.23,0.07,0,0,0,0.17,0.32,1.87,0,0.46,0,0,0,0,0,0,0,1.49,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.88,0,0,0,0,0,0,0,0.01,0,0,0.13,500
4.3,0,58.57,0.45,9.23,0,2.18,20.55,0.25,0.07,0,0,0,0.18,0.33,1.97,0,0.48,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.04,0.25,0.92,0,0,0,0,0,0,0,0.01,0,0,0.13,477
4.08,0,58.76,0.64,8.63,0,2.07,19.36,0.36,0.1,0,0,0,0.25,0.46,1.85,0,0.67,0,0,0,0,0,0,0,0.76,0,0.01,0.01,0,0,0,0,0,0,0.06,0.35,1.27,0,0,0,0,0,0,0,0.02,0,0,0.19,510
4.37,0,58.79,0.25,9.27,0,2.22,20.79,0.12,0.04,0,0,0,0.1,0.18,1.99,0,0.27,0,0,0,0,0,0,0,0.83,0,0,0.01,0,0,0,0,0,0,0.02,0.14,0.51,0,0,0,0,0,0,0,0.01,0,0,0.06,489
4.19,0,58.78,0.44,8.9,0,2.13,19.93,0.23,0.07,0,0,0,0.17,0.32,1.89,0,0.47,0,0,0,0,0,0,0,0.79,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.89,0,0,0,0,0,0,0,0.01,0,0,0.43,475
4.24,0,58.74,0.44,8.86,0,2.12,19.77,0.23,0.07,0,0,0,0.17,0.32,1.88,0,0.47,0,0,0,0,0,0,0,0.78,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.89,0,0,0,0,0,0,0,0.01,0,0,0.63,472
4.11,0,58.79,0.43,8.58,0,2.06,19.23,0.21,0.06,0,0,0,0.17,0.31,1.83,0,0.45,0,0,0,0,0,0,0,0.77,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.86,0,0,0,0,0,0,0,0.01,0,0,1.79,469
4.08,0,59.1,0.44,8.74,0,2.09,19.58,0.95,0.07,0,0,0,0.17,0.32,1.87,0,0.46,0,0,0,0,0,0,0,0.77,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.87,0,0,0,0,0,0,0,0.01,0,0,0.13,470
4.06,0,59.33,0.42,8.57,0,2.03,19.09,1.58,0.07,0,0,0,0.17,0.31,1.83,0,0.45,0,0,0,0,0,0,0,0.75,0,0.01,0.01,0,0,0,0,0,0,0.04,0.24,0.86,0,0,0,0,0,0,0,0.01,0,0,0.12,474
3.89,0,59.9,0.4,8.16,0,1.93,18.21,2.84,0.06,0,0,0,0.16,0.29,1.74,0,0.43,0,0,0,0,0,0,0,0.73,0,0.01,0.01,0,0,0,0,0,0,0.04,0.22,0.82,0,0,0,0,0,0,0,0.01,0,0,0.11,516
0,0,53.26,0,25.67,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,380
0,0,55.61,0,21.04,0,0,20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,445
0,0,54.73,0,21.49,0,0,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,405
0,0,57.58,0,17.05,0,0,21.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,449
0,0,58.71,0,14.23,0,0,22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,458
0,0,58.11,0,13.28,0,0,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,426
0,0,58.89,0,12.29,0,0,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,444
0,0,60.13,0,10.69,0,0,22.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,460
0,0,61.97,0,6.13,0,0,22.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,465
0,0,55.93,0,20.34,0,0,20.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,415
0,0,58.33,0,14.58,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,443
0,0,59.86,0,18.78,0,0,0,18.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,315
0,0,59.97,0,17.85,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,330
0,0,60.08,0,16.97,0,0,0,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,340
0,0,60.02,0,16.83,0,0,0,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28,351
0,16.51,55.38,0,3.15,0,1.05,2.57,0,0,0,0,0,0,0,0,0,0,0.06,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,1.96,320
0,17.75,56.14,0,0.06,0,1.12,2.8,0,0,0,0,0,0,0,0,0,0,1.54,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,0.16,320
0,17.04,56.37,0,0.66,0,1.1,2.7,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,2.47,331
0,16.07,55.02,0,5.59,0,2.27,2.62,0,0,0,0,0,0,0,0,0,0,0.52,3.5,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46,1.84,312
0,18.86,55.83,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,19.39,3.08,310
0,15.32,55.24,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,22.39,2.86,290
42.42,0,42.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,275
41.94,0,41.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,270
20.69,0,48.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,322
10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,310
13.64,0,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,282
9.3,0,55.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,298
4.76,0,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,304
2.41,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.73,317
10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,307
10.81,0,54.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03,317
11.76,0,52.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,334
12.9,0,51.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,350
11.27,0,53.52,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,25.35,111
0,0,70.02,0,0,0,0,0,0,0,2.51,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,280
0,0,69.77,0,0,0,0,0,0,0,2.61,0,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,290
0,0,69.52,0,0,0,0,0,0,0,2.72,0,25.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,295
0,0,69.24,0,0,0,0,0,0,0,2.84,0,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,300
0,0,58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,12.5,270
0,0,57.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,8.51,290
0,0,56.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,17.39,300
0,0,58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,16.67,310
0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,300
0,0,55.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78,0,13.33,270
0,0,61.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.69,470
0,0,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,3.77,420
0,0,63.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,10.91,450
0,0,61.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.69,470
0,0,60.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,13.17,360
0,0,59.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44,9.02,340
0,0,60.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61,17.61,370
0,0,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14,14.14,360
0,0,56.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,8.69,310
0,0,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,460
0,0,64.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,470
0,0,62.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,430
0,0,61.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,0,14.45,410
0,0,55.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78,0,13.33,270
0,0,51.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.12,0,9.2,240
0,0,55.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,16.37,270
0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,0,17.17,240
0,0,48.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.63,0,11.23,210
0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49,0,19.95,240
0,0,57.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,29.19,230
0,0,60.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,26.04,270
0,0,49.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.38,0,12.66,190
0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.36,0,13.7,180
0,0,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,35.34,260
0,0,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,31.82,250
0,0,49.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.26,0,24.24,240
0,0,46.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,0,19.35,190
0,0,64.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.06,0,0,0,0,0,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19,450
0,0,63.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,0,0,0,0,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,420
0,0,61.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,400
0,0,54.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59,5.44,5.44,260
0,0,63.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0.88,417
0,17.83,61.15,0,0,0,0,0,0,0,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.29,488
0,17.39,60.87,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,476
0,15.56,61.11,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78,467
0,13.64,61.36,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,465
0,11.63,61.63,0,0,0,0,0,0,0,0,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,476
0,11.48,61.48,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,457
0,3.66,60.89,0,0,0,7.49,12.49,0,0,4.54,3.5,0,0,0,0,0,0,0,4.85,0,0,0,0.98,0,0,0,0,0,0,0.17,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,670
0,0,66.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.85,475
0,0,65.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,1.71,475
0,0,64.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,3.51,475
0,0,63.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,5.4,475
0,0,63.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39,6.39,465
0,0,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.53,440
