Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Ta,W,Tl,Pb,Bi,tg
0,16.04,58.36,0,0,0,0.84,3.57,0,0,0,0,0,0,0,0,0,0.29,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,7.12,3.41,390
0,10.81,60.22,0,0,0,1.06,4.47,0,0,0,0,0,0,0.62,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,12.89,2.31,330
0,10.64,56.5,0,0,0,0.91,5.4,0,0,1.65,0,0,0.61,0,0,0,2.48,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0.91,0,0,0,0,0,0,0,0,0,0,0,3.27,6.54,1.09,350
0,13.79,59.38,0,0,0,0.94,7.19,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,2.11,0,1.57,0,0,0,0,0,0,0,0,0,0,0,1.36,9.68,3.09,360
0,13.8,57.01,0,0,0,0.94,2.4,0,0,3.42,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,10.11,2.48,320
0,27.27,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.09,421
0,22.73,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,13.64,387
0,18.18,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,18.18,359
0,13.64,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,22.73,328
0,9.09,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,27.27,295
0,15.52,57.76,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,475
0,0,57.55,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67,27.34,415
0,0,59.7,0,0,0,0,0,0,0,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,20.9,470
0,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,474
0,17.55,53.03,2.49,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,19.31,0.26,260
0,20.75,49.66,4.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,13.24,0.52,246
0,19.51,50,5.04,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,16.35,0.8,253
0,13.01,52.13,4.63,0,0,1.54,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07,1.39,279
0,12.51,53.36,1.77,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.51,0.93,279
0,13.06,51.91,4.65,0,0,1.55,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,23.28,1.39,265
0,12.91,52.2,4.59,0,0,1.53,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.87,0.83,286
0,10.94,50.88,4.35,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.49,0.98,285
10.52,21.05,57.14,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,2.26,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,457
7.41,14.81,59.26,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,3.7,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,447
0,0,52.94,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,17.65,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,389
0,25.32,59.49,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,529
0,24.03,59.68,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,518
0,22.6,59.89,0,0,0,0,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,507
0,20.99,60.12,0,0,0,0,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,511
0,17.09,60.68,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,489
0,0,32.09,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,0,0,0,0,0,0,0,0,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,337
0,0,31.29,35.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,334
0,0,30.97,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,13.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,325
0,0,30.47,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,330
12.24,24.49,55.1,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,437
0,21.37,59.34,0,0,0,0.15,6.61,0,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,489
0,22.2,58.4,0,0,0,1.33,4.16,0,0,2.5,0,0,0,0,0,0,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,486
0,23.06,56.51,0,0,0,0.9,0.42,0,0,7.81,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,483
0,9.83,57.86,0,0,0,0.47,8.49,0,0,3.3,0,0,0,0,0,0,0,0,14.26,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,489
0,20.68,56.07,0,0,0,0.63,0.68,0,0,2.91,0,0,0,0,0,0,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,474
0,22.07,57.71,0,0,0,5.48,0,0,0,0.7,0,0,0,0,0,0,0,0,9.3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,468
0,23.92,57.72,0,0,0,4.18,0,0,0,1.56,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,473
0,20.52,55.98,0,0,0,0,0.79,0,0,3.26,0,0,0,0,0,0,0,0,14.25,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,477
0,22.87,57.49,0,0,0,1.22,1.79,0,0,2.32,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,486
0,27.28,58.08,0,0,0,0.14,1.03,0,0,2.22,0,0,0,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,469
0,26.87,58.24,0,0,0,0.35,1.45,0,0,0,0,0,0,0,0,0,0,0,9.01,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,465
0,23.59,56.17,0,0,0,0.3,0.16,0,0,0,0,0,0,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,491
0,25.59,57.67,0,0,0,0.79,0.62,0,0,1.19,0,0,0,0,0,0,0,0,10.55,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,459
0,22.49,56,0,0,0,0.54,0.27,0,0,5.31,0,0,0,0,0,0,0,0,9.65,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,492
0,18.69,59.31,0,0,0,0.28,7.3,0,0,0,0,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,498
0,31.68,58.13,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,481
0,23.44,58.06,0,0,0,5.07,0.8,0,0,0.95,0,0,0,0,0,0,0,0,8.1,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,499
0,23.47,57.69,0,0,0,3.55,0.09,0,0,2.15,0,0,0,0,0,0,0,0,8.79,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,475
0,23.71,57.57,0,0,0,0.33,1.35,0,0,2.39,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,468
0,26.07,58.09,0,0,0,0.42,1.26,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,462
0,26.52,58.22,0,0,0,0.58,1.29,0,0,0,0,0,0,0,0,0,0,0,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,458
0,23.15,56.07,0,0,0,0.54,0.15,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,496
0,26.65,57.98,0,0,0,0.84,0.49,0,0,0.86,0,0,0,0,0,0,0,0,9.13,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,462
0,23.73,57.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,470
0,26.07,57.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,495
0,19.35,58.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,419
0,19.35,58.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,419
0,26.07,57.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,500
2.98,12.79,58.8,0,0,0,4.65,4.15,0,0,0,0.37,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0.6,1.12,0,0,0,0,0.02,0,0,0,4.46,0,0,0,0,0,0,0,0,0.67,0,0,0,0.64,537
5.53,11.87,58.13,0,0,0,4.32,3.85,0,0,0,0,0,0,0,0,0,0,0,9.81,0,0,0,0,0,0,3.83,0,0,0,0,0.02,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0.94,486
0,10.58,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,2.79,0.84,0,0,0.28,0,0,0,0,0,0,0,13.09,0,0,0.28,0,0,0,0,1.67,0,0,0,1.11,0,0,0,2.79,430
0,10.58,62.4,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,4.18,2.79,0.84,0,0,0.28,0,0,0,0,0,0,0,13.04,0,0,0.28,0,0,0,0,1.67,0,0,0,1.11,0,0,0,2.79,430
0,10.58,62.4,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,4.18,2.79,0.84,0,0,0.28,0,0,0,0,0,0,0,12.81,0,0,0.28,0,0,0,0,1.67,0,0,0,1.11,0,0,0,2.79,435
0,10.64,62.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.36,1.4,0,0,0.28,0,0,0,0,0,0,0,12.89,0,0,0.28,0,0,0,0,1.68,0,0,0,1.12,0,0,0,1.68,440
0,10.64,62.46,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,4.2,3.36,1.4,0,0,0.28,0,0,0,0,0,0,0,12.66,0,0,0.28,0,0,0,0,1.68,0,0,0,1.12,0,0,0,1.68,440
0,10.64,62.46,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,4.2,3.36,1.4,0,0,0.28,0,0,0,0,0,0,0,12.61,0,0,0.28,0,0,0,0,1.68,0,0,0,1.12,0,0,0,1.68,440
0,10.64,62.46,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,4.2,3.36,1.4,0,0,0.28,0,0,0,0,0,0,0,12.55,0,0,0.28,0,0,0,0,1.68,0,0,0,1.12,0,0,0,1.68,440
0,10.03,62.67,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,4.18,3.34,1.39,0,0,0.28,0,0,0,0,0,0,0,12.53,0,0,0.28,0,0,0,0,1.67,0,0,0,1.67,0,0,0,1.67,445
0,10.58,62.4,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,4.18,2.79,0.84,0,0,0.28,0,0,0,0,0,0,0,12.53,0,0,0.28,0,0,0,0,1.67,0,0,0,1.11,0,0,0,2.79,445
0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,28.57,370
0,0,60.37,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,20.37,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0.74,0,0,0,0,3.7,3.7,431
0,0,61.09,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,3.64,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0.73,0,0,0,0,0,7.27,433
0,0,60.37,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,16.67,0,3.7,0,0,0,0,0,0,0,0.74,0,0,0,0,3.7,3.7,341
3.63,0,61.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0.73,0,0,0,0,0,7.27,432
0,0,61.09,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0.73,0,0,0,0,0,7.27,427
0,0,61.09,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,3.64,0,0,0,0,0,0,0,0,0,0,16.36,0,3.64,0,0,0,0,0,0,0,0.73,0,0,0,0,0,7.27,342
0,0,61.09,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,3.63,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0.73,0,0,0,0,7.26,433
0,0,61.09,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,3.63,0,3.63,0,0,0,0,0,0,0,0,0,0,16.33,0,3.63,0,0,0,0,0,0,0,0,0.73,0,0,0,0,7.26,345
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.21,470
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,19.15,480
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,17.55,488
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,15.96,496
0,0,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,20.9,390
0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,390
0,4.6,58.28,0,5.91,0,0,9.86,0,1.18,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0.66,0,0,0,0,0.13,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,416
0,3.97,58.61,0,4.64,0,0,10.6,0,1.32,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0.66,0,0,0,0,0.13,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,433
0,5.26,57.95,0,6.57,0,0,9.86,0,1.18,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0.66,0,0,0,0,0.13,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,419
0,5.33,58.06,0,6.66,0,0,9.99,0,1.2,0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0.67,0,0,0,0,0.13,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,419
0,5.06,59.54,0,5.69,0,0,9.48,0,1.14,0,0,0,0,0,0,0,0,0,8.22,0,0,0,0,0,0,2.53,0,0,0,0,0.13,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,436
0,5.64,58.05,0,6.14,0,0,9.71,0,1.25,0,0,0,0,0,0,0,0,0,8.45,0,0,0,0,0,0,0.63,0,0,0,0,0.13,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,419
0,5.12,60.56,0,2.56,0,0,8.96,0,0.64,0,0,0,0,0,0,0,0,0,8.96,0,0,0,0,0,0,1.28,0,0,0,0,0.13,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,429
0,5.73,59.99,0,3.15,0,0,8.82,0,0.95,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,1.39,0,0,0,0,0.13,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,432
13.11,17.54,53.9,0,0,0,0,2.3,0,0,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0.89,0,0,0,0.21,0,0,0,0.39,528
2.08,17.85,59.85,0,0,0,0,2.07,0,0,2.77,0.78,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,3.82,0,0,0,0,2.06,0,0,0,0.84,0.67,0,0,0.54,547
0,19.1,57.9,0,2.04,0,0,2.11,0,1.35,0,0,0,0,0,0,0,0,0,5.06,0,0,0,1.53,2.81,0.77,0,0,0,0,0,0.22,0,0,0,5.44,0,0,0,0,0.87,0,0,0,0,0,0,0,0.81,533
9.41,7.43,58.62,0,1.17,0,0,12.83,0,0,3.64,1.73,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.9,1.59,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0.03,620
7.16,1.19,63.02,0,4.37,0,0,0,9.94,0.8,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.19,0,0,3.18,463
7.13,1.2,63.1,0,4.37,0,0,0,9.93,0.8,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.56,0,0,3.16,466
7.15,1.17,63.13,0,4.36,0,0,0,9.89,0.81,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.92,0,0,3.19,464
7.19,0.8,63.27,0,4.19,0,0,0,10.18,0.8,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.6,0,0,3.19,470
7.23,0.8,63.25,0,4.02,0,0,0,10.04,0.8,0,1.41,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.61,0,0,3.21,470
7.3,0.81,62.68,0,4.26,0,0,0,10.34,0.81,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.62,0,0,4.87,451
6.76,0.8,63.42,0,4.17,0,0,0,10.14,0.8,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.59,0,0,3.58,470
6.34,0.79,63.56,0,4.16,0,0,0,10.1,0.79,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.58,0,0,3.96,471
5.5,0.79,63.85,0,4.13,0,0,0,10.02,0.79,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.57,0,0,4.72,473
3.07,0.77,64.68,0,4.03,0,0,0,9.79,0.77,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,1.54,0,0,6.91,486
2.29,0.76,64.95,0,4,0,0,0,9.71,0.76,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,1.52,0,0,7.62,488
0.75,0.75,65.48,0,3.94,0,0,0,9.57,0.75,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,1.5,0,0,9.01,497
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,19.68,465
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.27,0,0,0,0,0,18.62,475
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,1.06,0,0,0,0,0,17.02,488
0,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0.53,0,0,0,0,0,15.96,490
0,0,60.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,10.36,18.29,385
0,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,446
0,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,409
