Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Ta,W,Tl,Pb,Bi,cte
0,0,60.72,0,5.13,1.02,2.16,21.91,0,4.02,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.4,0,0,0,0,0,0.19,0.45,0,0.5,0,0,0,0,0,0,0,0,0.33,0,0,2.33,99.8
0,0,60.4,0,5.11,1.26,2.27,22.16,0,3.93,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.43,0,0,2.36,99.7
0,0,60.48,0,6.08,0.27,2.27,22.83,0,3.66,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.19,0,0,3,99.7
0,0,61.2,0,1.46,0,1.48,22.73,0,6.74,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.21,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.07,0,0,4.45,95.9
0,0,61.08,0,2.04,0,1.53,22.64,0,6.46,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.26,0,0,4.38,98.7
0,0,61.68,0,1.77,0,0.36,23.68,0,6.02,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.3,0,0.11,0,0,0,0.08,0,0.19,0.32,0,0.16,0,0,0,0,0,0,0,0,0.37,0,0,4.1,106.4
0,0,60.05,0,8.82,0,1.38,21.47,0,2.18,0.37,0,0,0,0,0,0,0,0,0.18,0,0,0,0.51,0,0,0,0.37,0,0,0,0,0,0,0.17,0,0.22,0,0,0,0,0,0,0,0,0.23,0,0,4.05,108.1
0,0,61.28,0,3.19,0.65,2.45,21.59,0,2.9,1.19,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0.26,0,0,0,0,0,0,0.27,0,0.4,0,0,0,0,0,0,0,0,0.12,0,0,3.21,88.7
0,0,61.09,0,3.28,0.69,2.53,21.56,0,3,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.26,0,0,0,0,0,0.33,2.37,0,0.34,0,0,0,0,0,0,0,0,0.07,0,0,3.36,92.2
0,0,59.99,0,1.96,0,1.55,21.23,0,8.85,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.32,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.25,0,0,4.33,112.9
0.79,0,61.16,0,4.17,0.65,2.42,21.5,0,2.87,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.12,0,0,0,0,0,0,0.27,0,1.3,0,0,0,0,0,0,0,0,0.1,0,0,3.58,90.9
7.45,0,57.66,0,6.35,1.86,1.93,19.56,0,0.6,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,3.56,92.7
0,25.72,58.22,0,0,0,0,3.42,0,0,0.52,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0.13,79
0,12.09,58.13,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,1.51,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,112
0,12.17,58.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,115
0,11.65,58.16,0,0,0,0,0.26,0,0,0,0,0,0,0,0.36,0,0,1.52,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,20.11,110
0,12.3,58.16,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,1.56,6.07,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,110
0,12.73,57.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17,116
0,12.31,57.18,1.57,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,1.43,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,19.03,118
0,15.77,58.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,110
0,15.56,57.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,112
0,18.74,58.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,100
0,13.14,48.53,12.04,0,0,0,1.43,0,0,0,0,0,0,0.66,0.8,0,0,0.72,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.73,0.86,142
0,13.34,48.17,12.22,0,0,0,1.45,0,0,0,0,0,0,0,0.81,0,0,0.73,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.28,0.87,151
0,15.54,49.07,11.39,0,0,0,1.35,0,0,0,0,0,0,0,0.75,0,0,0.68,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,0.82,142
0,14.22,50.42,8.14,0,0,0,0,0,0,0,0,0,0,0.86,0.6,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0.53,115
0,7.7,48.61,12.35,0,0,0,1.34,0,0,0,0,0,0,1.54,0.93,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,3.83,126
0,11.59,47.8,11.43,0,0,0.61,0,0,0,0,0,0,0,0.07,0.95,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,1.07,130
0,10.49,47.68,12.81,0,0,0.59,1.52,0,0,0,0,0,0,0.35,0.42,0,0,0.76,2.99,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86,1.31,132
2.58,0,62.28,0,0,2.05,0.81,0,16.67,0,1.47,0,0,0,0,0,0,0,0.55,11.83,0,0,0.08,0,0,0,0,0,0,0.1,0,0,0,0,0.72,0.17,0.03,0,0,0,0,0,0,0,0,0,0,0.19,0.47,95
0,28.18,58.58,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,1.2,74
0,0,53.34,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,13.34,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35,132.6
0,0,70.51,0,0,0,0,0,11.68,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,121
0,0,69.86,0,0,0,0,0,10.96,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,114
0,0,70.42,0,0,0,0,0,11.27,0,0,0,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,120
0,0,69.86,0,0,0,0,0,10.96,0,0,0,13.7,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,111
0,0,69.8,0,0,0,0,0,10.74,0,0,0,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,95
0,16.46,55.58,0,0,0,0,1.04,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,0.8,115
0,15.41,55.22,0,0,0,0,1.09,0,0,0,0,0,0,0,0.41,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.57,2.89,122
0,10.39,53.85,0,0,0,0,0.63,0,0,0,0,0,0,0,1.41,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.69,2.33,124
0,5.89,54.47,0,0,0,0.71,0,0,0,0,0,0,0,0,7.79,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.32,2.98,124
0,13.8,54.89,0,0,0,0,1.32,0,0,0,0,0,0,0,2.82,0,0,0.77,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45,0.32,125
0,13.41,50.47,9.33,0,0,0,0.89,0,0,0,0,0.65,0,0,1.55,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.89,1.85,132
0,9.82,53.48,0,0,0,0,0.63,0,0,0,0,0,0,0,0.47,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.66,2.35,124
0,17.02,55.04,0,0,0,0.64,0,0,0,0,0.41,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,23.43,1.43,115
0,12.77,50.83,9.35,0,0,0,0.49,0,0,0,0,0,0,0,2.6,0,0,0,2.18,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32,5.21,136
0,12.74,53.52,1.79,0,0,0,0.57,0,0,0,0,0,0,0,1.28,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.84,2.49,123
0,10.17,49.87,10.16,0,0,0,1.07,0,0,0,0,0.71,0,0,1.21,0,0,0.41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12,4.14,131
0,9.81,57.17,0,0,0,0,2.19,0,0,0,0,0,0,0,5.51,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78,8.97,132
0,11.81,54.22,1.69,0,0,0.63,0,0,0,0,0,0.35,0,0,2.41,0,0,1.78,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13,4.35,138
0,1.38,62.28,0,0,0,0.69,23.53,0,2.08,1.73,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.35,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,3.46,1.38,75
0,1.82,62.3,0,0,0,0.7,23.04,0,0.7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.21,3.42,0,0,0,0,0,0,0,0,0,0,0,0,4.54,1.47,69
0,2.14,62.5,0,0,0,0.85,22.51,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.14,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,4.65,1.5,70
0,2.46,62.1,0,0,1.76,0.84,22.43,0,0.7,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.28,1.93,0,0,0,0,0,0,0,0,0,0,0,0,4.22,1.05,63
0,2.7,61.54,0,0,0.89,0.64,21.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.07,0,1.21,5.75,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0.43,77
0,2.7,61.6,0,0,0.93,0.85,21.89,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.07,0,1.21,4.27,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.36,78
0,2.37,61.61,0,0,1.08,0.65,22.26,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,1.22,4.59,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.22,79
0,2.56,61.9,0,0,0.78,0.78,22.41,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.07,0,0.85,4.27,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0.36,77
0,2.17,61.4,0,0,1.77,1.45,21,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.58,3.44,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0.43,74
0,2.77,61.7,0,0,0.96,0.78,22.01,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.07,0,1.07,4.27,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0.36,76
0,15.83,52.85,2.69,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,1.23,4.07,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,0.38,110
0,14.51,53.19,1.34,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,1.91,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0.96,112
0,21.24,58.64,0,0,0,0,1.37,0,0,2.2,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58,80
0,21.24,58.64,0,0,0,0,1.37,0,0,2.2,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58,80
0,17.17,56.93,0,0,0,0.39,0.66,0,0,0,0,0,0,0,0,0,0,0,16.16,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,52
0,21.6,57.77,0,0,0,0.35,0.59,0,0,0,0,0,0,0,0,0,0,0,11.88,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,70
0,0,56.74,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,0.5,180
0,10.7,53.53,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87,3.2,137
0,16.45,43.96,16.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.43,1.23,150
0,14.35,54.27,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,2.15,170
0,16.81,54.34,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,7.54,140
0,10.47,63.53,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0.19,157
18.54,0,48.35,4.52,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,2.38,143
12.66,0,61.02,0.62,0,0,0,0,0,0,0,0,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.49,132
0,0,54.58,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,22.54,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,4.89,2.58,175
0,22.43,56.12,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,1.29,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,1.67,102
0,0,62.49,4.65,0,0,0,0,16.06,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0.49,154
0,0,53.66,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,21.48,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.45,185
0,15.67,51.77,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,10.26,2.13,122
0,13.86,45.5,13.65,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,9.93,1.86,134
0,23.88,56.24,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,9.14,0.89,95
0,15.91,56.17,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,13.43,2.38,145
0,29.21,60.61,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,4.25,95
0,18.12,57.63,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,6.02,6.01,80
0,20.05,55.49,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,22.14,0.9,117
0,7.83,58.7,0,0,0,5.35,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.24,2.11,97
0,7.77,58.63,0,0,0,5.3,7.65,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86,2.09,96
0,10.58,58.54,0,0,0,2.06,9.63,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.27,2.26,96
0,12.87,59.04,0,0,0,3.91,4.97,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,3.2,101
0,7.6,59.11,0,0,0,5.19,7.49,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.58,2.04,97
0,7.74,58.61,0,0,0,4.23,8.97,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91,1.16,96
0,0,66.98,0,0,0,1.7,0,0,0,0,0,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,0.93,111
0,0,67.08,0,0,0,0,0,1.51,0,0,1.13,19.2,0,0,0,0,0,0,1.51,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0.63,110
0,0,67.09,0,0,0,0,0,1.52,0,0,0,19.43,0,0,0,0,0,0,1.53,0,0,0,0,0,0.74,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0.64,108
0,18.81,57,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,19.31,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.23,0.01,44.5
0,29.66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,93.13
0,34.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,86
0,36.38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,83.13
0,32.84,59.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,6.13,88.6
0,33.01,59.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,4.93,83.93
0,33.18,59.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,3.72,98.67
0,8.28,45.12,12.41,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.93,1.08,166
0,7.78,45.18,12.05,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.11,1.07,151
0,7.86,43.1,14.79,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.51,1.02,161
0,8.05,47.44,9.14,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.47,1.04,140
0,8.99,42.3,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.87,1.21,173
0,7.12,47.65,10.64,0,0,0,7.24,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87,0.92,138
0,7.24,45.69,10.97,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,4.14,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63,0.97,143
0,7.09,45.93,10.45,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,3.88,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.42,0.91,135
0,6.82,45.98,10.18,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,3.84,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0.87,130
0,6.83,45.98,10.19,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,4.52,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0.87,130
0,6.76,46.09,9.98,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,5.24,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.34,0.83,127
0,6.54,46.1,9.9,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,5.9,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06,0.86,132
0,6.49,46.21,9.71,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,6.52,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,0.82,133
0,6.46,46.25,9.56,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,7.16,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0.83,126
0,6.42,46.36,9.39,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,7.68,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04,0.82,128
0,4.39,31.83,27.27,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,5.71,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.39,0.56,124
0,6.35,46.43,9.16,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,8.82,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0.81,126
