Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Ta,W,Tl,Pb,Bi,ts
0,9.44,58.38,0,0,0,0.49,1.34,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,431
0,9.05,57.96,0,0,1.47,0.47,1.28,0,0,1.06,0,0,0,0,0,0,0,0,7.3,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77,445
0,8.55,57.38,0,0,2.79,0.44,1.22,0,0,3.01,0,0,0,0,0,0,0,0,6.9,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,449
0,9.26,57.98,0,0,0,0.48,1.32,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,438
0,8.45,57.29,0,0,0,0.43,1.2,0,0,7.92,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87,449
0,9.11,57.86,0,0,0,0.47,1.3,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,443
0,9.4,58.11,0,0,0,0.49,1.33,0,0,0,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,433
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,414
0,11.35,57.4,0,3.28,0,0.22,1.03,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.15,413
0,11.36,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16,414
0,11.36,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,19.17,413
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17,413
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,19.17,412
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,19.17,415
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,19.17,415
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,19.17,413
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,19.17,415
0,11.37,57.39,0,3.28,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,19.17,413
0,10.94,57.51,0,3.12,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0,0,0,0,18.69,429
0,10.59,57.57,0,3.06,0,0.22,1.02,0,0,0,0,0,0,0,0,0,0,0,7.07,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,438
0,10.79,57.52,0,3.12,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,18.35,439
0,10.73,57.86,0,3.1,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,18.24,437
0,10.81,57.52,0,3.13,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,18.38,438
0,10.85,57.51,0,3.14,0,0.22,1.05,0,0,0,0,0,0,0,0,0,0,0,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,18.45,438
0,10.86,57.5,0,3.14,0,0.22,1.05,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,18.47,436
0,13.27,57.85,0,3.31,0,0.51,1.96,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,16.7,430
0,11.26,57.49,0,1.81,0,0.11,1.02,0,0,0.5,0,0,0,0,0,0,0,0,9.01,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,18.33,427
0,9.02,56.48,0,3.55,0,0.65,1.28,0,0,0,0,0,0,0,0,0,0,0,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,419
0,9.81,58.23,0,0,0,0,1.57,0,0,1.89,0,0,0,0,0,0,0,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,19.88,445
0,8.98,58.34,0,0,0,0.25,1.14,0,0,0.44,0,0,0,0,0,0,0,0,8.6,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,21.8,422
6.98,10.18,56.33,0,0,0,1.02,1.73,0,0,0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,17.51,416
0,10.38,58.5,0,1.62,0,1.96,2.22,0,0,0,0,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83,438
0,10.76,58.13,0,1.83,0,2.23,0.94,0,0,0,0,0,0,0,0,0,0,0,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,440
4.46,9.17,58.65,3.75,1.65,0,2.79,16.75,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,616
1.28,4.32,61.37,0,0.57,0,1.42,19.01,0,1.19,0,0,0,0,0,0,2.93,0,0,3.23,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,590
1.29,4.4,61.56,0,0.59,0,1.45,19.33,0,1.21,0,0,0,0,0,0,2.11,0,0,3.29,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,590
1.23,4.22,60.36,0,3.09,0,1.41,19.48,0,2.03,0,0,0,0,0,0,2.87,0,0,2.64,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,570
0,14.68,52.53,2.77,0,0,0.6,0.94,0,0,0,0,0,0,0,0,0,0,1.9,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.39,258
0,14.38,52.68,2.73,0,0,1.42,0.93,0,0,0,0,0,0,0,0,0,0,1.86,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53,0.38,263
0,20.35,55.52,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,21.95,0.76,345
4.9,11.52,55.31,2.33,6.34,0,5.63,2.21,6.63,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,408
0,25.24,60.14,0,0,0,2.09,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0.05,0,0,0,0,0,0,0,0,0,0,0,5.25,615
0,30.56,59.24,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0.03,0,0,0,0,0,0,0,0,0,0,0,3.82,625
0,27.28,59.88,0,0,0,0.53,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,5.09,610
0,22.29,60.32,0,0,0,4.24,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0.04,0,0,0,0,0,0,0,0,0,0,0,5.69,610
0,23.36,60.14,0,0,0,2.19,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.8,600
0,25.09,60.39,0,0,0,2.09,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0.04,0,0,0,0,0,0,0,0,0,0,0,6.53,580
0,25.92,60.14,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0.02,0,0,0,0,0,0,0,0,0,0,0,6.47,600
0,25.44,59.9,0,0,0,2.09,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,6.62,585
0,24.58,60.23,0,0,0,3.17,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0.05,0,0,0,0,0,0,0,0,0,0,0,6.29,580
0,25.37,60.15,0,0,0,2.31,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0.07,0,0,0,0,0,0,0,0,0,0,0,5.87,590
0,24.2,60.43,0,0,0,6.04,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,670
0,16.35,55.17,0,4.17,3.8,0.66,4.78,0,2.54,0,0,0,0,0,0,0,0,0,11.66,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,553
0,15.74,55.26,0,4.07,4.33,0.86,5.25,0,2.47,0,0,0,0,0,0,0,0,0,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.33,564
0,18.18,55.8,0,4.38,2.36,0.53,5.64,0,2.5,0,0,0,0,0,0,0,0,0.29,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,567
0,17.27,55.36,0,3.79,3.55,0.74,4.42,0,2.69,0,0,0,0,0,0,0,0,0,11.34,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,568
0,16.58,55.36,0,3.86,3.32,0.69,5.23,0,2.44,0,0,0,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,583
0,21.37,59.34,0,0,0,0.15,6.61,0,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,590
0,22.2,58.4,0,0,0,1.33,4.16,0,0,2.5,0,0,0,0,0,0,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,584
0,23.06,56.51,0,0,0,0.9,0.42,0,0,7.81,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,579
0,9.83,57.86,0,0,0,0.47,8.49,0,0,3.3,0,0,0,0,0,0,0,0,14.26,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,588
0,14.11,57.4,0,0,0,2.05,5.34,0,0,0,0,0,0,0,0,0,0,0,14.36,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,586
0,31.59,58.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,571
0,24.68,57.07,0,0,0,0.44,0.75,0,0,0.65,0,0,0,0,0,0,0,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,571
0,20.68,56.07,0,0,0,0.63,0.68,0,0,2.91,0,0,0,0,0,0,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,569
0,22.07,57.71,0,0,0,5.48,0,0,0,0.7,0,0,0,0,0,0,0,0,9.3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,594
0,23.92,57.72,0,0,0,4.18,0,0,0,1.56,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,579
0,20.7,55.99,0,0,0,0.06,0.59,0,0,3.84,0,0,0,0,0,0,0,0,13.79,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,569
0,20.52,55.98,0,0,0,0,0.79,0,0,3.26,0,0,0,0,0,0,0,0,14.25,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,578
0,25.57,56.75,0,0,0,0.3,0.46,0,0,1.7,0,0,0,0,0,0,0,0,11.52,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,590
0,22.53,57.95,0,0,0,2.42,1.63,0,0,1.65,0,0,0,0,0,0,0,0,9.46,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,563
0,27.28,58.08,0,0,0,0.14,1.03,0,0,2.22,0,0,0,0,0,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,570
0,20.01,55.32,0,0,0,0.27,0.31,0,0,15.89,0,0,0,0,0,0,0,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,582
0,26.87,58.24,0,0,0,0.35,1.45,0,0,0,0,0,0,0,0,0,0,0,9.01,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,568
0,26.06,57.99,0,0,0,0.26,1.41,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,564
0,23.59,56.17,0,0,0,0.3,0.16,0,0,0,0,0,0,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,590
0,25.59,57.67,0,0,0,0.79,0.62,0,0,1.19,0,0,0,0,0,0,0,0,10.55,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,560
0,22.49,56,0,0,0,0.54,0.27,0,0,5.31,0,0,0,0,0,0,0,0,9.65,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,588
0,18.69,59.31,0,0,0,0.28,7.3,0,0,0,0,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,602
0,31.68,58.13,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,578
0,23.44,58.06,0,0,0,5.07,0.8,0,0,0.95,0,0,0,0,0,0,0,0,8.1,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,601
0,25.07,57.21,0,0,0,2.07,0.76,0,0,1.8,0,0,0,0,0,0,0,0,9.84,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,604
0,23.47,57.69,0,0,0,3.55,0.09,0,0,2.15,0,0,0,0,0,0,0,0,8.79,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,567
0,26.52,58.22,0,0,0,0.58,1.29,0,0,0,0,0,0,0,0,0,0,0,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,560
0,23.15,56.07,0,0,0,0.54,0.15,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,601
0,26.65,57.98,0,0,0,0.84,0.49,0,0,0.86,0,0,0,0,0,0,0,0,9.13,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,558
3.77,18.65,57.53,0,0,0,2.5,5.29,0,0,0,0,0,0,0,0,0,0,0.26,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.86,590
3.87,19.16,57.75,0,0,0,2.56,5.43,0,0,0,0,0,0,0,0,0,0,0.26,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0.17,0,0,0,0,0,0,0,0,0,0,0,1.93,590
2.38,19.08,58.05,0,0,0,2.55,5.42,0,0,0,0,0,0,0,0,0,0,0.26,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0.09,0,0,0,0,0,0,0,0,0,0,0,1.91,605
3.52,17.37,58.16,0,0,0,2.29,7.22,0,0,0,0,0,0,0,0,0,0,0.23,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.76,610
3.24,21.52,57.87,0,0,0,2.17,4.57,0,0,0,0,0,0,0,0,0,0,0.22,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1.62,605
4.4,18.95,57.26,0,0,0,2.52,5.37,0,0,0,0,0,0,0,0,0,0,0.26,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.94,600
3.78,18.72,57.5,0,0,0,2.5,5.29,0,0,0,0,0,0,0,0,0,0,0.26,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1.86,590
3.06,22.74,57.98,0,0,0,2.02,4.29,0,0,0,0,0,0,0,0,0,0,0.19,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0.05,0,0,0,0,0,0,0,0,0,0,0,1.53,610
4.04,19.98,58,0,0,0,2.66,5.64,0,0,0,0,0,0,0,0,0,0,0.28,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1.99,605
3.84,19.07,57.69,0,0,0,2.58,5.41,0,0,0,0,0,0,0,0,0,0,0.26,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0.11,0,0,0,0,0,0,0,0,0,0,0,1.89,607
3.79,18.64,57.47,0,0,0,2.51,5.27,0,0,0,0,0,0,0,0,0,0,0.26,6.23,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,2.74,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1.86,600
3.94,19.43,57.86,0,0,0,2.59,5.52,0,0,0,0,0,0,0,0,0,0,0.25,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.17,0,0,0,0,0,0,0,0,0,0,0,1.97,590
1.16,18.69,57.57,0,0,0,2.5,5.3,0,2.5,0,0,0,0,0,0,0,0,0.26,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.86,600
3.77,18.8,57.53,0,0,0,2.49,5.31,0,0,1.57,0,0,0,0,0,0,0,0.26,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1.86,595
4.23,21.08,56.35,0,0,0,2.8,1.77,0,0,0,0,0,0,0,0,0,0,0.29,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0.06,0,0,0,0,0,0,0,0,0,0,0,2.11,560
3.46,17.06,57.74,0,0,0,2.27,4.85,0,0,0,0,0,0,0,0,0,0,0.23,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0,0.14,0,0,0,0,0,0,0,0,0,0,0,5.1,560
4.32,14.31,57.35,0,0,0,2.84,7.15,0,0,0,0,0,0,0,0,0,0,0.31,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0.06,0,0,0,0,0,0,0,0,0,0,0,2.16,575
3.64,18.08,57.75,0,0,0,2.39,5.12,0,0,0,0,0,0,0,0,0,0,0.23,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0.14,0,0,0,0,0,0,0,0,0,0,0,3.64,580
3.77,18.79,57.57,0,0,0,2.49,5.31,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1.85,589
3.77,18.74,57.56,0,0,0,2.49,5.31,0,0,0,0,0,0,0,0,0,0,0.09,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.86,590
3.78,18.72,57.54,0,0,0,2.5,5.29,0,0,0,0,0,0,0,0,0,0,0.15,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.86,593
3.78,18.67,57.53,0,0,0,2.5,5.29,0,0,0,0,0,0,0,0,0,0,0.2,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0.15,0,0,0,0,0,0,0,0,0,0,0,1.86,593
0,14.83,59.13,0,0,0,2.53,3.58,0,0,0,0,0,0,0,0,0,0,0,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,479
0,18.64,56.71,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,2.04,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,570
0,22.8,57.95,0,0,0,2.49,0.53,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,562
0,17.37,57.54,0,0,0,2.96,1.26,0,0,0,0,0,0,0,0,0,0,0,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,535
0,13.13,57.44,0,0,0,1.79,1.52,0,0,0,0,0,0,0,0,0,0,0,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,541
0,11.39,57.62,0,0,0,0.78,5.28,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74,567
0,22.13,57.79,0,0,0,3.02,1.03,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,581
0,21.75,57.53,0,0,0,2.97,1.01,0,0,0,0,0,0,0,0,0,0,0,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,590
0,22.75,57.68,0,0,0,2.88,0.98,0,0,0,0,0,0,0,0,0,0,0,10.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,601
0,10.81,56.53,0,0,0,8.86,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,622
