Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Ta,W,Tl,Pb,Bi,ts
0,21.03,57.73,0,0,0,2.73,0.58,0,0,0,0,0,0,0,0,0,0,0,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,562
0,20.46,57.46,0,0,0,2.09,0.59,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,555
0,22.9,58.02,0,0,0,2.5,0.53,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,557
0,20.96,59.43,0,0,0,0.15,6.67,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,593
0,21.3,58.64,0,0,0.75,1.33,4.06,0,0,2.47,0,0,0,0,0,0,0,0,8.28,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,589
0,22.74,56.77,0,0,0,0.85,0.43,0,0,7.72,0,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,581
0,9.84,57.91,0,0,0,0.47,8.49,0,0,3.3,0,0,0,0,0,0,0,0,14.14,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.05,0,0,4.16,590
0,14.18,57.38,0,0,0,2.07,5.1,0,0,0,0,0,0,0,0,0,0,0,14.44,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0.07,0,0,2.78,588
0,31.58,58.21,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,572
0,19.92,59.45,0,0,0,2.86,5.72,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0.12,0,0,2.6,598
0,24.67,57.16,0,0,0,0.44,0.75,0,0,0.65,0,0,0,0,0,0,0,0,10.97,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,574
0,19.68,56.31,0,1.23,0,0.63,0.73,0,0,2.87,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0.38,0,0,1.56,576
0,21.65,55.93,0,0,0,0.71,0,0,0,1.3,0,0,0,0,0,0,0,0,17.21,0,0,0,0.6,0,0,0,0.1,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,569
0,19.17,59.07,0,0,0,5.19,4.41,0,0,0.9,0,0,0,0,0,0,0,0,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.06,0,0,2.87,595
0,23.82,57.79,0,0,0,4.18,0,0,0,1.57,0,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0.03,0,0,2.78,582
0,20.66,56.04,0,0,0,0.06,0.59,0,0,3.8,0,0,0,0,0,0,0,0,13.78,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0.07,0,0,2,571
0,25.55,56.92,0,0,0,0.29,0.46,0,0,1.7,0,0,0,0,0,0,0,0,11.21,0,0,0,0.73,0,0,0,0.17,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,592
0,22.55,57.51,0,0,0,1.23,1.81,0,0,2.34,0,0,0,0,0,0,0,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0.09,0,0,2.3,590
0,22.53,57.99,0,0,0,2.42,1.63,0,0,1.55,0,0,0,0,0,0,0,0,9.46,0,0,0,0.49,0,0,0,0.04,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,566
0,15.67,57.01,0,0,0,0.55,2.34,0,0,5.08,0,0,0,0,0,0,0,0,13.02,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,6.04,565
0,16.09,56.46,0,0,0.22,0.47,2.81,0,0,6.44,0,0,0,0,0,0,0,0,14.36,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,579
3.4,22.32,55.81,0,1.23,0.32,0.35,0.85,0,0,2.35,0,0,0,0,0,0,0,0,10.48,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,570
0,23.68,57.26,0,0,3.19,0.15,1.15,0,0,1.97,0,0,0,0,0,0,0,0,9.81,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,572
0,19.72,55.32,0,0,0,0.28,0.31,0,0,16.03,0,0,0,0,0,0,0,0,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.39,585
0,26.66,58.28,0,0,0,0.35,1.46,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,1.24,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,570
0,23.33,56.32,0,0,0,0.43,0.37,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.45,590
0,25.83,58.03,0,0,0,0.26,1.42,0,0,0,0,0,0,0,0,0,0,0,10.69,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,568
0,23.63,56.27,0,0,0,0.3,0.15,0,0,0,0,0,0,0,0,0,0,0,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.48,592
0,25.36,57.72,0,0,0,0.79,0.63,0,0,1.2,0,0,0,0,0,0,0,0,10.62,0,0,0,0.23,0,0,0,0.09,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,562
0,22.53,56.09,0,0,0,0.54,0.28,0,0,5.32,0,0,0,0,0,0,0,0,9.43,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.41,590
0.22,16.19,56.64,0,0,0,0,2.41,0,0,6.15,0,0,0,0,0,0,0,0,13.85,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,4.14,569
16.98,13.85,50.63,0,0,0,0.5,0.8,0,0,4.52,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,560
0,16.22,56.68,0,0.11,0,0,2.42,0,0,6.16,0,0,0,0,0,0,0,0,13.88,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,4.14,570
0,15.95,53.25,0,9.43,0,0.57,0.93,0,0,5.21,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,561
0,16.23,56.69,0,0,0,0,2.42,0,0.07,6.16,0,0,0,0,0,0,0,0,13.88,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,4.14,570
0,16.76,54.27,0,0,0,0.6,0.97,0,6.52,5.48,0,0,0,0,0,0,0,0,11.77,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,567
0,18.67,59.36,0,0,0,0.28,7.29,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,602
0,31.65,58.17,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,578
2.2,19.21,58.22,0,0,0,2.85,5.52,0,1.1,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0.12,0,0,2.15,605
0,23.41,58.11,0,0,0,5.07,0.8,0,0,0.95,0,0,0,0,0,0,0,0,8.08,0,0,0,0.39,0,0,0,0.05,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,601
0,25.05,57.25,0,0,0,2.07,0.76,0,0,1.8,0,0,0,0,0,0,0,0,9.83,0,0,0,0.67,0,0,0,0.05,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,604
0,23.56,57.6,0,0,0,0.33,1.35,0,0,2.39,0,0,0,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,564
0,25.93,58.12,0,0,0,0.42,1.26,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,0,1.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,561
0,22.98,56.09,0,0,0,0.54,0.15,0,0,0,0,0,0,0,0,0,0,0,12.14,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,601
18.42,12.22,50.55,0,0,0,0.44,2.33,0,0,3.57,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,571
0,15.06,54.55,0,0,0,0.54,2.87,0,7.2,4.4,0,0,0,0,0,0,0,0,11.82,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,570
5.74,13.96,53,0,2.77,0,0.51,2.67,0,3.03,4.08,0,0,0,0,0,0,0,0,10.96,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,569
0,16.33,56.09,0,0,0,0.32,1.68,0,0,7.24,0,0,0,0,0,0,0,0,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,569
0,16.32,56.1,0,0,0,0.32,1.68,0,0,7.24,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,569
0,16.28,56.15,0,0,0,0.32,1.67,0,0,7.22,0,0,0,0,0,0,0,0,13.93,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,570
0,16.18,56.27,0,0,0,0.31,1.66,0,0,7.18,0,0,0,0,0,0,0,0,13.84,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,572
0,15.89,56.61,0,0,0,0.31,1.63,0,0,7.04,0,0,0,0,0,0,0,0,13.58,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,574
0,15.74,56.78,0,0,0,0.3,1.62,0,0,6.98,0,0,0,0,0,0,0,0,13.46,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,577
0,16.32,56.1,0,0,0,0.32,1.68,0,0,7.24,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,4.37,569
0,16.32,56.1,0,0,0,0.32,1.68,0,0,7.23,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,4.37,569
0,16.3,56.13,0,0,0,0.32,1.67,0,0,7.23,0,0,0,0,0,0,0,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,4.37,570
0,16.24,56.2,0,0,0,0.31,1.67,0,0,7.2,0,0,0,0,0,0,0,0,13.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,4.35,571
0,16.05,56.42,0,0,0,0.32,1.65,0,0,7.12,0,0,0,0,0,0,0,0,13.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,4.3,573
0,15.96,56.53,0,0,0,0.31,1.64,0,0,7.07,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,4.28,575
0,13.89,59.53,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,560
0,17.86,57.06,0,0,0,0.76,0.65,0,0,4.16,0,0,0,0,0,0,0,0,6.68,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34,501
0,24.64,58.12,0,0,0,2.32,0.98,0,0,0,0,0,0,0,0,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,584
2.14,15.63,57.87,0,1.03,0,0,7.99,0,0,0,0,0,0,0,0,0,0,0,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,554
0,13.93,58.18,0,0,0,3.01,0,0,0,1.82,0,0,0,0,0,0,0,0,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,458
4.89,18.16,56.81,0,0.78,0,0,6.88,0,0,3.04,0,0,0,0,0,0,0,0,4.18,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0.17,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,562
0,8.64,59.78,0,0,0,1.97,10.85,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,0.65,474
1.25,10.74,58.3,0,1.05,0,1.83,8.94,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.59,0.28,455
0.63,10.81,59.08,0,0.61,0,1.85,10.18,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27,1.42,460
1.53,10.5,57.32,0,2.21,0,1.79,9.12,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,0.98,455
0,10.9,59.23,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24,535
0,8.96,58.62,0,0,0,0.86,0,0,0,1.17,0,0,0,0,0,0,0,0,8.94,0,4.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21,530
0,11.35,59.3,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,9.05,0,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62,552
0,12.31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49,547
0,8.93,62.46,0,0,0,0.74,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55,540
0,9.76,61.16,0,0,0,0,9.69,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52,531
0,18.23,57.88,0,0,0,0.58,0,0,0,4.55,0,0,0,0,0,0,0,0,9.97,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85,597
0,23.31,56.42,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,14.53,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,580
0,19.09,57.44,0,0,0,0.66,0.31,0,0,0,0,0,0,0,0,0,0,0,10.49,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,583
0,11.17,58.24,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,2.15,5.94,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18,417
0,11.11,58.25,0,0,0,0,0,0,0,0.13,0,0,0,0,0.25,0,0,1.64,5.81,0.05,0,0,0.13,0,0,0,0,0,0.1,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,21.47,412
0,10.35,58.45,0,0,0.1,0,0,0,0,0.12,0,0,0,0,0.3,0,0,1.53,4.88,0.05,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,22.92,401
0,10.92,58.62,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,1.4,3.84,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,398
0,10.96,58.65,0,0,0.07,0,0,0,0,0,0,0,0,0,0.34,0,0,1.42,3.87,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,22.93,401
0,10.95,58.67,0,0,0.12,0,0,0,0,0.1,0,0,0,0,0.34,0,0,1.42,3.6,0.05,0,0,0,0,0,0,0,0,0.43,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,400
0,9.24,58.6,0,0,0.19,0,0,0,0,0,0,0,0,0,0.29,0,0,1.38,3.94,0.15,0,0,0.24,0,0,0,0,0,0.34,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,24.39,395
0,13.56,58.36,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1.35,4.63,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,430
0,13.58,58.35,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1.35,4.64,0,0,0,1.07,0,0,0,0,0,0.25,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.22,433
0,13.25,58.4,0,0,0,0.94,0,0,0,0,0,0,0,0,0.35,0,0,1.34,4.52,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,435
0,13.62,58.41,0,0,0.25,0.15,0,0,0,0,0,0,0,0,0.3,0,0,1.36,4.53,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32,425
0,11.03,58.61,0,0,0.12,0,0,0,0,0,0,0,0,0,0.34,0,0,1.43,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07,398
0,9.31,58.54,0,0,0.19,0,0,0,0,0,0,0,0,0,0.29,0,0,1.39,3.97,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57,392
0,20.8,57.29,0,0,0,0,3.01,0,0,8.3,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,597
0,17.84,56.51,0,0,0,0,2.46,0,0,7.91,0,0,0,0,0,0,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,576
0,12.49,55.13,0,0,0,0,2.22,0,0,11.33,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,580
0,17.71,57.68,0,0,0,0,3.78,0,0,4.63,0,0,0,0,0,0,0,0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,568
0,16.85,57.44,0,0,0,0,4.88,0,0,4.71,0,0,0,0,0,0,0,0,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,611
0,14.2,56.8,0,0,0,0,3.85,0,4.14,0,0,0,0,0,0,0,0,0,9.47,0,0,0,2.37,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,536
0,14.11,57.36,0,1.23,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,14.72,0,0,0,0,0,0.61,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,546
0,15.14,55.26,0,5.26,0,0,3.29,0,1.31,1.31,0,0,0,0,0,0,0,0,12.86,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,5.26,535
0,14.81,56.79,0,0,0,0,3.4,0,2.47,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,554
0,13.83,56.2,0,2,1.88,0.81,3.47,0,1.75,0,0,0,0,0,0,0,0,0,12.58,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,545
0,15.29,55.41,0,3.18,0,0,3.5,0,2.55,0,0,0,0,0,0,0,0,0,13.38,0,0,0,1.91,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,552
0,14.84,55.48,0,3.23,0,0,3.87,0,1.94,0,0,0,0,0,0,0,0,0,14.19,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,544
0,19.88,56.02,0,1.81,0,0,1.2,0,1.2,3.61,0,0,0,0,0,0,0,0,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,551
0.61,13.98,55.62,0,4.26,0,3.04,3.04,0,1.22,1.22,0,0,0,0,0,0,0,0,11.85,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,4.86,546
0,15.54,55.66,0,2.29,2.09,0.91,3.95,0,2.09,0,0,0,0,0,0,0,0,0,14.13,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,563
0,14.08,54.36,0,5.4,0,0,6.05,0,4.67,0,0,0,0,0,0,0,0,0,12.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,546
0,21.67,56.66,0,0,0,0,0.93,0,0,6.5,0,0,0,0,0,0,0,0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,599
5.55,21.27,57.18,0,0,0,0,1.05,3.47,0,0,0.03,0,0,0,0,0,0,0.06,9.1,0,0,0,0.09,0,0,0,0,0,0,0.12,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,570
3.17,19.06,57.78,0,0,0.59,2.32,1.18,3.34,0,0.42,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,590
6.28,18.88,56.4,0,0,0,1.38,1.56,2.65,0,0,0.03,0,0,0,0,0,0,0.06,10.09,0,0,0,0.16,0,0,0,0,0,0,0.16,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,560
1.63,21.02,57.1,0,0,0.61,0,0,3.78,3.11,0.44,0.15,0,0,0,0,0,0,0.09,8.99,0,0,0,0.24,0,0,0,0,0,0,0.16,0,0,0,2.55,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.11,573
0,20.21,55.46,0,7.83,0.36,0,0,3.08,0,0.26,0.05,0,0,0,0,0,0,0,10.13,0,0,0,0.12,0,0,0,0,0,0,0.02,0,0,0,2.37,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.1,540
6.17,14.57,58.97,0,0,0,0,0,8.12,0,0,1.44,0,0,0,0,0,0,0.06,8.78,0,0,0,0.07,0,0,0,0,0,0,0.05,0,0,0,1.65,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.1,577
4.74,18.97,57.29,0,0.76,0,0,1.18,4.32,0,0,0.06,0,0,0,0,0,0,0.06,10.14,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,2.15,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.2,549
0,20.05,58.89,0,0,0,0,1.29,2.92,0,0,1.94,0,0,0,0,0,0,0.08,11.75,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,2.7,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.22,605
0,0,61.03,0,0,0,0,19.45,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34,0.76,520
